1000000	4.676231145858765
2000000	7.365306854248047
3000000	9.535311222076416
4000000	12.1945161819458
5000000	15.258611917495728
6000000	18.428699254989624
7000000	20.143350839614868
8000000	24.084473848342896
9000000	26.60668706893921
10000000	30.196563959121704
11000000	32.7769889831543
12000000	35.22476601600647
13000000	40.942328691482544
14000000	44.67271590232849
15000000	50.010990858078
16000000	49.43754005432129
17000000	47.63406014442444
18000000	54.08045697212219
19000000	53.5044002532959
20000000	55.77956986427307
